DC,POD,Cluster,Type,No.,Hostnameÿ,Interfaceÿ,VLANÿ,v4 Base,IPv4ÿ,Cntr,v6 Base,IPv6,Descriptionÿ,,IPv4,DNS A Records,IPv6,DNS AAAA Records,For DNS Tickets,"For Terraforms (copy to Word Pad first, then copy from there to .tfvars file)",
ladcca,1,0,im-jit,67,ladcca-im-jit-1067,eth0,342,47.3.3.,102,102,2600:6c7f:91c0:40:2::,66,POD 1 JITP,,47.3.3.102,ladcca-im-jit-1067.ladc.ca.charter.com,2600:6c7f:91c0:40:2::66,ladcca-im-jit-1067.ladc.ca.charter.com,"add|a|47.3.3.102|ladcca-im-jit-1067.ladc.ca.charter.com|3600
add|ptr|47.3.3.102|ladcca-im-jit-1067.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::66|ladcca-im-jit-1067.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::66|ladcca-im-jit-1067.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.102"", ip6_addr = ""2600:6c7f:91c0:40:2::66""
    vm_name = ""ladcca-im-jit-1067"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,68,ladcca-im-jit-1068,eth0,342,47.3.3.,103,103,2600:6c7f:91c0:40:2::,67,POD 1 JITP,,47.3.3.103,ladcca-im-jit-1068.ladc.ca.charter.com,2600:6c7f:91c0:40:2::67,ladcca-im-jit-1068.ladc.ca.charter.com,"add|a|47.3.3.103|ladcca-im-jit-1068.ladc.ca.charter.com|3600
add|ptr|47.3.3.103|ladcca-im-jit-1068.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::67|ladcca-im-jit-1068.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::67|ladcca-im-jit-1068.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.103"", ip6_addr = ""2600:6c7f:91c0:40:2::67""
    vm_name = ""ladcca-im-jit-1068"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,69,ladcca-im-jit-1069,eth0,342,47.3.3.,104,104,2600:6c7f:91c0:40:2::,68,POD 1 JITP,,47.3.3.104,ladcca-im-jit-1069.ladc.ca.charter.com,2600:6c7f:91c0:40:2::68,ladcca-im-jit-1069.ladc.ca.charter.com,"add|a|47.3.3.104|ladcca-im-jit-1069.ladc.ca.charter.com|3600
add|ptr|47.3.3.104|ladcca-im-jit-1069.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::68|ladcca-im-jit-1069.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::68|ladcca-im-jit-1069.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.104"", ip6_addr = ""2600:6c7f:91c0:40:2::68""
    vm_name = ""ladcca-im-jit-1069"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,70,ladcca-im-jit-1070,eth0,342,47.3.3.,105,105,2600:6c7f:91c0:40:2::,69,POD 1 JITP,,47.3.3.105,ladcca-im-jit-1070.ladc.ca.charter.com,2600:6c7f:91c0:40:2::69,ladcca-im-jit-1070.ladc.ca.charter.com,"add|a|47.3.3.105|ladcca-im-jit-1070.ladc.ca.charter.com|3600
add|ptr|47.3.3.105|ladcca-im-jit-1070.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::69|ladcca-im-jit-1070.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::69|ladcca-im-jit-1070.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.105"", ip6_addr = ""2600:6c7f:91c0:40:2::69""
    vm_name = ""ladcca-im-jit-1070"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,71,ladcca-im-jit-1071,eth0,342,47.3.3.,106,106,2600:6c7f:91c0:40:2::,6A,POD 1 JITP,,47.3.3.106,ladcca-im-jit-1071.ladc.ca.charter.com,2600:6c7f:91c0:40:2::6A,ladcca-im-jit-1071.ladc.ca.charter.com,"add|a|47.3.3.106|ladcca-im-jit-1071.ladc.ca.charter.com|3600
add|ptr|47.3.3.106|ladcca-im-jit-1071.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::6A|ladcca-im-jit-1071.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::6A|ladcca-im-jit-1071.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.106"", ip6_addr = ""2600:6c7f:91c0:40:2::6A""
    vm_name = ""ladcca-im-jit-1071"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,72,ladcca-im-jit-1072,eth0,342,47.3.3.,107,107,2600:6c7f:91c0:40:2::,6B,POD 1 JITP,,47.3.3.107,ladcca-im-jit-1072.ladc.ca.charter.com,2600:6c7f:91c0:40:2::6B,ladcca-im-jit-1072.ladc.ca.charter.com,"add|a|47.3.3.107|ladcca-im-jit-1072.ladc.ca.charter.com|3600
add|ptr|47.3.3.107|ladcca-im-jit-1072.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::6B|ladcca-im-jit-1072.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::6B|ladcca-im-jit-1072.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.107"", ip6_addr = ""2600:6c7f:91c0:40:2::6B""
    vm_name = ""ladcca-im-jit-1072"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,73,ladcca-im-jit-1073,eth0,342,47.3.3.,108,108,2600:6c7f:91c0:40:2::,6C,POD 1 JITP,,47.3.3.108,ladcca-im-jit-1073.ladc.ca.charter.com,2600:6c7f:91c0:40:2::6C,ladcca-im-jit-1073.ladc.ca.charter.com,"add|a|47.3.3.108|ladcca-im-jit-1073.ladc.ca.charter.com|3600
add|ptr|47.3.3.108|ladcca-im-jit-1073.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::6C|ladcca-im-jit-1073.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::6C|ladcca-im-jit-1073.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.108"", ip6_addr = ""2600:6c7f:91c0:40:2::6C""
    vm_name = ""ladcca-im-jit-1073"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,74,ladcca-im-jit-1074,eth0,342,47.3.3.,109,109,2600:6c7f:91c0:40:2::,6D,POD 1 JITP,,47.3.3.109,ladcca-im-jit-1074.ladc.ca.charter.com,2600:6c7f:91c0:40:2::6D,ladcca-im-jit-1074.ladc.ca.charter.com,"add|a|47.3.3.109|ladcca-im-jit-1074.ladc.ca.charter.com|3600
add|ptr|47.3.3.109|ladcca-im-jit-1074.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::6D|ladcca-im-jit-1074.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::6D|ladcca-im-jit-1074.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.109"", ip6_addr = ""2600:6c7f:91c0:40:2::6D""
    vm_name = ""ladcca-im-jit-1074"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,75,ladcca-im-jit-1075,eth0,342,47.3.3.,110,110,2600:6c7f:91c0:40:2::,6E,POD 1 JITP,,47.3.3.110,ladcca-im-jit-1075.ladc.ca.charter.com,2600:6c7f:91c0:40:2::6E,ladcca-im-jit-1075.ladc.ca.charter.com,"add|a|47.3.3.110|ladcca-im-jit-1075.ladc.ca.charter.com|3600
add|ptr|47.3.3.110|ladcca-im-jit-1075.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::6E|ladcca-im-jit-1075.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::6E|ladcca-im-jit-1075.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.110"", ip6_addr = ""2600:6c7f:91c0:40:2::6E""
    vm_name = ""ladcca-im-jit-1075"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,76,ladcca-im-jit-1076,eth0,342,47.3.3.,111,111,2600:6c7f:91c0:40:2::,6F,POD 1 JITP,,47.3.3.111,ladcca-im-jit-1076.ladc.ca.charter.com,2600:6c7f:91c0:40:2::6F,ladcca-im-jit-1076.ladc.ca.charter.com,"add|a|47.3.3.111|ladcca-im-jit-1076.ladc.ca.charter.com|3600
add|ptr|47.3.3.111|ladcca-im-jit-1076.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::6F|ladcca-im-jit-1076.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::6F|ladcca-im-jit-1076.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.111"", ip6_addr = ""2600:6c7f:91c0:40:2::6F""
    vm_name = ""ladcca-im-jit-1076"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,77,ladcca-im-jit-1077,eth0,342,47.3.3.,112,112,2600:6c7f:91c0:40:2::,70,POD 1 JITP,,47.3.3.112,ladcca-im-jit-1077.ladc.ca.charter.com,2600:6c7f:91c0:40:2::70,ladcca-im-jit-1077.ladc.ca.charter.com,"add|a|47.3.3.112|ladcca-im-jit-1077.ladc.ca.charter.com|3600
add|ptr|47.3.3.112|ladcca-im-jit-1077.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::70|ladcca-im-jit-1077.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::70|ladcca-im-jit-1077.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.112"", ip6_addr = ""2600:6c7f:91c0:40:2::70""
    vm_name = ""ladcca-im-jit-1077"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,78,ladcca-im-jit-1078,eth0,342,47.3.3.,113,113,2600:6c7f:91c0:40:2::,71,POD 1 JITP,,47.3.3.113,ladcca-im-jit-1078.ladc.ca.charter.com,2600:6c7f:91c0:40:2::71,ladcca-im-jit-1078.ladc.ca.charter.com,"add|a|47.3.3.113|ladcca-im-jit-1078.ladc.ca.charter.com|3600
add|ptr|47.3.3.113|ladcca-im-jit-1078.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::71|ladcca-im-jit-1078.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::71|ladcca-im-jit-1078.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.113"", ip6_addr = ""2600:6c7f:91c0:40:2::71""
    vm_name = ""ladcca-im-jit-1078"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,79,ladcca-im-jit-1079,eth0,342,47.3.3.,114,114,2600:6c7f:91c0:40:2::,72,POD 1 JITP,,47.3.3.114,ladcca-im-jit-1079.ladc.ca.charter.com,2600:6c7f:91c0:40:2::72,ladcca-im-jit-1079.ladc.ca.charter.com,"add|a|47.3.3.114|ladcca-im-jit-1079.ladc.ca.charter.com|3600
add|ptr|47.3.3.114|ladcca-im-jit-1079.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::72|ladcca-im-jit-1079.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::72|ladcca-im-jit-1079.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.114"", ip6_addr = ""2600:6c7f:91c0:40:2::72""
    vm_name = ""ladcca-im-jit-1079"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,80,ladcca-im-jit-1080,eth0,342,47.3.3.,115,115,2600:6c7f:91c0:40:2::,73,POD 1 JITP,,47.3.3.115,ladcca-im-jit-1080.ladc.ca.charter.com,2600:6c7f:91c0:40:2::73,ladcca-im-jit-1080.ladc.ca.charter.com,"add|a|47.3.3.115|ladcca-im-jit-1080.ladc.ca.charter.com|3600
add|ptr|47.3.3.115|ladcca-im-jit-1080.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::73|ladcca-im-jit-1080.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::73|ladcca-im-jit-1080.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.115"", ip6_addr = ""2600:6c7f:91c0:40:2::73""
    vm_name = ""ladcca-im-jit-1080"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,81,ladcca-im-jit-1081,eth0,342,47.3.3.,116,116,2600:6c7f:91c0:40:2::,74,POD 1 JITP,,47.3.3.116,ladcca-im-jit-1081.ladc.ca.charter.com,2600:6c7f:91c0:40:2::74,ladcca-im-jit-1081.ladc.ca.charter.com,"add|a|47.3.3.116|ladcca-im-jit-1081.ladc.ca.charter.com|3600
add|ptr|47.3.3.116|ladcca-im-jit-1081.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::74|ladcca-im-jit-1081.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::74|ladcca-im-jit-1081.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.116"", ip6_addr = ""2600:6c7f:91c0:40:2::74""
    vm_name = ""ladcca-im-jit-1081"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,82,ladcca-im-jit-1082,eth0,342,47.3.3.,117,117,2600:6c7f:91c0:40:2::,75,POD 1 JITP,,47.3.3.117,ladcca-im-jit-1082.ladc.ca.charter.com,2600:6c7f:91c0:40:2::75,ladcca-im-jit-1082.ladc.ca.charter.com,"add|a|47.3.3.117|ladcca-im-jit-1082.ladc.ca.charter.com|3600
add|ptr|47.3.3.117|ladcca-im-jit-1082.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::75|ladcca-im-jit-1082.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::75|ladcca-im-jit-1082.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.117"", ip6_addr = ""2600:6c7f:91c0:40:2::75""
    vm_name = ""ladcca-im-jit-1082"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,83,ladcca-im-jit-1083,eth0,342,47.3.3.,118,118,2600:6c7f:91c0:40:2::,76,POD 1 JITP,,47.3.3.118,ladcca-im-jit-1083.ladc.ca.charter.com,2600:6c7f:91c0:40:2::76,ladcca-im-jit-1083.ladc.ca.charter.com,"add|a|47.3.3.118|ladcca-im-jit-1083.ladc.ca.charter.com|3600
add|ptr|47.3.3.118|ladcca-im-jit-1083.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::76|ladcca-im-jit-1083.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::76|ladcca-im-jit-1083.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.118"", ip6_addr = ""2600:6c7f:91c0:40:2::76""
    vm_name = ""ladcca-im-jit-1083"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,84,ladcca-im-jit-1084,eth0,342,47.3.3.,119,119,2600:6c7f:91c0:40:2::,77,POD 1 JITP,,47.3.3.119,ladcca-im-jit-1084.ladc.ca.charter.com,2600:6c7f:91c0:40:2::77,ladcca-im-jit-1084.ladc.ca.charter.com,"add|a|47.3.3.119|ladcca-im-jit-1084.ladc.ca.charter.com|3600
add|ptr|47.3.3.119|ladcca-im-jit-1084.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::77|ladcca-im-jit-1084.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::77|ladcca-im-jit-1084.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.119"", ip6_addr = ""2600:6c7f:91c0:40:2::77""
    vm_name = ""ladcca-im-jit-1084"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,85,ladcca-im-jit-1085,eth0,342,47.3.3.,120,120,2600:6c7f:91c0:40:2::,78,POD 1 JITP,,47.3.3.120,ladcca-im-jit-1085.ladc.ca.charter.com,2600:6c7f:91c0:40:2::78,ladcca-im-jit-1085.ladc.ca.charter.com,"add|a|47.3.3.120|ladcca-im-jit-1085.ladc.ca.charter.com|3600
add|ptr|47.3.3.120|ladcca-im-jit-1085.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::78|ladcca-im-jit-1085.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::78|ladcca-im-jit-1085.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.120"", ip6_addr = ""2600:6c7f:91c0:40:2::78""
    vm_name = ""ladcca-im-jit-1085"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,86,ladcca-im-jit-1086,eth0,342,47.3.3.,121,121,2600:6c7f:91c0:40:2::,79,POD 1 JITP,,47.3.3.121,ladcca-im-jit-1086.ladc.ca.charter.com,2600:6c7f:91c0:40:2::79,ladcca-im-jit-1086.ladc.ca.charter.com,"add|a|47.3.3.121|ladcca-im-jit-1086.ladc.ca.charter.com|3600
add|ptr|47.3.3.121|ladcca-im-jit-1086.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::79|ladcca-im-jit-1086.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::79|ladcca-im-jit-1086.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.121"", ip6_addr = ""2600:6c7f:91c0:40:2::79""
    vm_name = ""ladcca-im-jit-1086"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,87,ladcca-im-jit-1087,eth0,342,47.3.3.,122,122,2600:6c7f:91c0:40:2::,7A,POD 1 JITP,,47.3.3.122,ladcca-im-jit-1087.ladc.ca.charter.com,2600:6c7f:91c0:40:2::7A,ladcca-im-jit-1087.ladc.ca.charter.com,"add|a|47.3.3.122|ladcca-im-jit-1087.ladc.ca.charter.com|3600
add|ptr|47.3.3.122|ladcca-im-jit-1087.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::7A|ladcca-im-jit-1087.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::7A|ladcca-im-jit-1087.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.122"", ip6_addr = ""2600:6c7f:91c0:40:2::7A""
    vm_name = ""ladcca-im-jit-1087"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,88,ladcca-im-jit-1088,eth0,342,47.3.3.,123,123,2600:6c7f:91c0:40:2::,7B,POD 1 JITP,,47.3.3.123,ladcca-im-jit-1088.ladc.ca.charter.com,2600:6c7f:91c0:40:2::7B,ladcca-im-jit-1088.ladc.ca.charter.com,"add|a|47.3.3.123|ladcca-im-jit-1088.ladc.ca.charter.com|3600
add|ptr|47.3.3.123|ladcca-im-jit-1088.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::7B|ladcca-im-jit-1088.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::7B|ladcca-im-jit-1088.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.123"", ip6_addr = ""2600:6c7f:91c0:40:2::7B""
    vm_name = ""ladcca-im-jit-1088"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,89,ladcca-im-jit-1089,eth0,342,47.3.3.,124,124,2600:6c7f:91c0:40:2::,7C,POD 1 JITP,,47.3.3.124,ladcca-im-jit-1089.ladc.ca.charter.com,2600:6c7f:91c0:40:2::7C,ladcca-im-jit-1089.ladc.ca.charter.com,"add|a|47.3.3.124|ladcca-im-jit-1089.ladc.ca.charter.com|3600
add|ptr|47.3.3.124|ladcca-im-jit-1089.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::7C|ladcca-im-jit-1089.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::7C|ladcca-im-jit-1089.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.124"", ip6_addr = ""2600:6c7f:91c0:40:2::7C""
    vm_name = ""ladcca-im-jit-1089"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,90,ladcca-im-jit-1090,eth0,342,47.3.3.,125,125,2600:6c7f:91c0:40:2::,7D,POD 1 JITP,,47.3.3.125,ladcca-im-jit-1090.ladc.ca.charter.com,2600:6c7f:91c0:40:2::7D,ladcca-im-jit-1090.ladc.ca.charter.com,"add|a|47.3.3.125|ladcca-im-jit-1090.ladc.ca.charter.com|3600
add|ptr|47.3.3.125|ladcca-im-jit-1090.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::7D|ladcca-im-jit-1090.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::7D|ladcca-im-jit-1090.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.125"", ip6_addr = ""2600:6c7f:91c0:40:2::7D""
    vm_name = ""ladcca-im-jit-1090"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,91,ladcca-im-jit-1091,eth0,342,47.3.3.,126,126,2600:6c7f:91c0:40:2::,7E,POD 1 JITP,,47.3.3.126,ladcca-im-jit-1091.ladc.ca.charter.com,2600:6c7f:91c0:40:2::7E,ladcca-im-jit-1091.ladc.ca.charter.com,"add|a|47.3.3.126|ladcca-im-jit-1091.ladc.ca.charter.com|3600
add|ptr|47.3.3.126|ladcca-im-jit-1091.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::7E|ladcca-im-jit-1091.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::7E|ladcca-im-jit-1091.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.126"", ip6_addr = ""2600:6c7f:91c0:40:2::7E""
    vm_name = ""ladcca-im-jit-1091"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,92,ladcca-im-jit-1092,eth0,342,47.3.3.,127,127,2600:6c7f:91c0:40:2::,7F,POD 1 JITP,,47.3.3.127,ladcca-im-jit-1092.ladc.ca.charter.com,2600:6c7f:91c0:40:2::7F,ladcca-im-jit-1092.ladc.ca.charter.com,"add|a|47.3.3.127|ladcca-im-jit-1092.ladc.ca.charter.com|3600
add|ptr|47.3.3.127|ladcca-im-jit-1092.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::7F|ladcca-im-jit-1092.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::7F|ladcca-im-jit-1092.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.127"", ip6_addr = ""2600:6c7f:91c0:40:2::7F""
    vm_name = ""ladcca-im-jit-1092"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,93,ladcca-im-jit-1093,eth0,342,47.3.3.,128,128,2600:6c7f:91c0:40:2::,80,POD 1 JITP,,47.3.3.128,ladcca-im-jit-1093.ladc.ca.charter.com,2600:6c7f:91c0:40:2::80,ladcca-im-jit-1093.ladc.ca.charter.com,"add|a|47.3.3.128|ladcca-im-jit-1093.ladc.ca.charter.com|3600
add|ptr|47.3.3.128|ladcca-im-jit-1093.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::80|ladcca-im-jit-1093.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::80|ladcca-im-jit-1093.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.128"", ip6_addr = ""2600:6c7f:91c0:40:2::80""
    vm_name = ""ladcca-im-jit-1093"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,94,ladcca-im-jit-1094,eth0,342,47.3.3.,129,129,2600:6c7f:91c0:40:2::,81,POD 1 JITP,,47.3.3.129,ladcca-im-jit-1094.ladc.ca.charter.com,2600:6c7f:91c0:40:2::81,ladcca-im-jit-1094.ladc.ca.charter.com,"add|a|47.3.3.129|ladcca-im-jit-1094.ladc.ca.charter.com|3600
add|ptr|47.3.3.129|ladcca-im-jit-1094.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::81|ladcca-im-jit-1094.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::81|ladcca-im-jit-1094.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.129"", ip6_addr = ""2600:6c7f:91c0:40:2::81""
    vm_name = ""ladcca-im-jit-1094"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,95,ladcca-im-jit-1095,eth0,342,47.3.3.,130,130,2600:6c7f:91c0:40:2::,82,POD 1 JITP,,47.3.3.130,ladcca-im-jit-1095.ladc.ca.charter.com,2600:6c7f:91c0:40:2::82,ladcca-im-jit-1095.ladc.ca.charter.com,"add|a|47.3.3.130|ladcca-im-jit-1095.ladc.ca.charter.com|3600
add|ptr|47.3.3.130|ladcca-im-jit-1095.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::82|ladcca-im-jit-1095.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::82|ladcca-im-jit-1095.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.130"", ip6_addr = ""2600:6c7f:91c0:40:2::82""
    vm_name = ""ladcca-im-jit-1095"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,96,ladcca-im-jit-1096,eth0,342,47.3.3.,131,131,2600:6c7f:91c0:40:2::,83,POD 1 JITP,,47.3.3.131,ladcca-im-jit-1096.ladc.ca.charter.com,2600:6c7f:91c0:40:2::83,ladcca-im-jit-1096.ladc.ca.charter.com,"add|a|47.3.3.131|ladcca-im-jit-1096.ladc.ca.charter.com|3600
add|ptr|47.3.3.131|ladcca-im-jit-1096.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::83|ladcca-im-jit-1096.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::83|ladcca-im-jit-1096.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.131"", ip6_addr = ""2600:6c7f:91c0:40:2::83""
    vm_name = ""ladcca-im-jit-1096"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,97,ladcca-im-jit-1097,eth0,342,47.3.3.,132,132,2600:6c7f:91c0:40:2::,84,POD 1 JITP,,47.3.3.132,ladcca-im-jit-1097.ladc.ca.charter.com,2600:6c7f:91c0:40:2::84,ladcca-im-jit-1097.ladc.ca.charter.com,"add|a|47.3.3.132|ladcca-im-jit-1097.ladc.ca.charter.com|3600
add|ptr|47.3.3.132|ladcca-im-jit-1097.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::84|ladcca-im-jit-1097.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::84|ladcca-im-jit-1097.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.132"", ip6_addr = ""2600:6c7f:91c0:40:2::84""
    vm_name = ""ladcca-im-jit-1097"", ip6_addr2 = """"
  },",
ladcca,1,0,im-jit,98,ladcca-im-jit-1098,eth0,342,47.3.3.,133,133,2600:6c7f:91c0:40:2::,85,POD 1 JITP,,47.3.3.133,ladcca-im-jit-1098.ladc.ca.charter.com,2600:6c7f:91c0:40:2::85,ladcca-im-jit-1098.ladc.ca.charter.com,"add|a|47.3.3.133|ladcca-im-jit-1098.ladc.ca.charter.com|3600
add|ptr|47.3.3.133|ladcca-im-jit-1098.ladc.ca.charter.com|3600
add|aaaa|2600:6c7f:91c0:40:2::85|ladcca-im-jit-1098.ladc.ca.charter.com|3600
add|ptr|2600:6c7f:91c0:40:2::85|ladcca-im-jit-1098.ladc.ca.charter.com|3600","  {
    ip_addr = ""47.3.3.133"", ip6_addr = ""2600:6c7f:91c0:40:2::85""
    vm_name = ""ladcca-im-jit-1098"", ip6_addr2 = """"
  },",
